Signal_ID,Client_ID,Client_Type,Alarm_Type,Technical_Signal,Zone,Date,Time,Shift,Priority_Level,Handled_By,Agent_Seniority,Response_Time_Min,Resolution_Time_Min,Incident,Police_Called,Fire_Department_Called,Escalated,False_Alarm_Reason,Outcome_Category
S00455,C2019,Home,Technical,Power Restored,Zone 9 – Hallway,2025-05-17,05:41,3rd,Low,E08,Junior,20,23,No,No,No,No,Power outage,False Alarm – Power outage
S00456,C2046,Office,Technical,Low Battery,Zone 8 – Control Room,2025-06-24,08:03,1st,Low,E05,Mid,12,20,No,No,No,No,N/A,Unclassified
S00457,C2104,Warehouse,Technical,Power Loss,Zone 8 – Control Room,2025-01-15,22:40,2nd,Low,E05,Mid,10,20,No,No,No,No,Power outage,False Alarm – Power outage
S00458,C2017,Home,Tamper,Tamper Detected,Zone 9 – Hallway,2025-01-20,23:41,3rd,Low,E07,Junior,15,29,No,No,No,No,Dust,False Alarm – Dust
S00459,C2023,Home,Fire,Gas Leak,Zone 3 – Bedroom,2025-04-02,11:38,1st,Critical,E04,Mid,8,83,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00460,C2101,Warehouse,Technical,Power Loss,Zone 0 – Control Panel,2025-06-11,18:08,2nd,Low,E03,Mid,7,9,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00461,C2011,Home,Burglary,Motion Detected,Zone 1 – Main Door,2025-06-15,09:07,1st,Critical,E03,Mid,5,59,Yes,No,No,No,N/A,Fire Confirmed
S00462,C2106,Warehouse,Fire,Smoke Detected,Zone 0 – Control Panel,2025-05-16,12:13,1st,High,E05,Mid,7,54,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00463,C2146,School,Burglary,Motion Detected,Zone 1 – Main Door,2025-04-19,16:11,2nd,Critical,E05,Mid,5,28,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00464,C2149,School,Technical,Power Loss,Zone 0 – Control Panel,2025-05-21,16:12,2nd,Low,E01,Senior,2,5,No,No,No,No,Maintenance,False Alarm – Maintenance
S00465,C2018,Home,Burglary,Alarm Triggered,Zone 2 – Living Room,2025-05-16,11:39,1st,Critical,E02,Senior,3,57,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00466,C2081,Factory,Burglary,Glass Break,Zone 0 – Control Panel,2025-03-03,20:51,2nd,Low,E03,Mid,9,22,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00467,C2093,Factory,Tamper,Cover Removed,Zone 5 – Garage,2025-03-29,13:17,1st,High,E02,Senior,3,12,No,No,No,No,Dust,False Alarm – Dust
S00468,C2021,Home,Tamper,Tamper Detected,Zone 3 – Bedroom,2025-02-10,08:11,1st,Low,E01,Senior,1,14,No,No,No,No,Animal,False Alarm – Animal
S00469,C2005,Home,Burglary,Motion Detected,Zone 5 – Garage,2025-05-19,08:57,1st,Low,E04,Mid,3,14,No,No,No,No,Environmental,False Alarm – Environmental
S00470,C2010,Home,Burglary,Alarm Triggered,Zone 5 – Garage,2025-04-19,18:58,2nd,Critical,E07,Junior,7,72,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00471,C2119,Warehouse,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-04-13,03:08,3rd,High,E08,Junior,16,30,No,No,No,No,Environmental,False Alarm – Environmental
S00472,C2132,School,Fire,Gas Leak,Zone 9 – Hallway,2025-03-09,17:48,2nd,High,E04,Mid,8,41,Yes,No,No,No,N/A,Forced Entry
S00473,C2057,Shop,Panic Button,Emergency Triggered,Zone 9 – Hallway,2025-05-27,20:02,2nd,High,E09,Junior,7,48,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00474,C2117,Warehouse,Tamper,Tamper Detected,Zone 1 – Main Door,2025-02-10,05:30,3rd,Medium,E07,Junior,9,24,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00475,C2068,Shop,Burglary,Motion Detected,Zone 7 – Storage,2025-02-20,19:53,2nd,Medium,E06,Junior,11,23,No,No,No,No,Maintenance,False Alarm – Maintenance
S00476,C2065,Shop,Tamper,Tamper Detected,Zone 9 – Hallway,2025-01-28,08:33,1st,High,E07,Junior,13,27,No,No,No,No,Power outage,False Alarm – Power outage
S00477,C2002,Home,Panic Button,Emergency Triggered,Zone 5 – Garage,2025-04-03,14:56,1st,Critical,E01,Senior,2,52,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00478,C2041,Office,Burglary,Motion Detected,Zone 8 – Control Room,2025-06-12,17:11,2nd,Low,E04,Mid,7,20,No,No,No,No,Dust,False Alarm – Dust
S00479,C2123,Warehouse,Panic Button,Emergency Triggered,Zone 8 – Control Room,2025-04-11,08:30,1st,Critical,E02,Senior,3,49,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00480,C2042,Office,Technical,Low Battery,Zone 6 – Office,2025-01-28,17:36,2nd,Low,E05,Mid,9,13,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00481,C2145,School,Burglary,Motion Detected,Zone 1 – Main Door,2025-06-22,13:38,1st,High,E08,Junior,18,93,Yes,Yes,No,Yes,N/A,Forced Entry
S00482,C2106,Warehouse,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-06-05,17:14,2nd,Low,E02,Senior,2,15,No,No,No,No,User error,False Alarm – User error
S00483,C2117,Warehouse,Fire,Heat Sensor,Zone 0 – Control Panel,2025-03-16,20:59,2nd,Medium,E06,Junior,13,15,No,No,No,No,Animal,False Alarm – Animal
S00484,C2130,School,Burglary,Glass Break,Zone 0 – Control Panel,2025-06-16,18:33,2nd,Low,E06,Junior,13,15,No,No,No,No,Maintenance,False Alarm – Maintenance
S00485,C2124,Warehouse,Burglary,Motion Detected,Zone 5 – Garage,2025-06-14,00:05,3rd,Low,E02,Senior,3,11,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00486,C2012,Home,Burglary,Motion Detected,Zone 9 – Hallway,2025-06-12,13:23,1st,Critical,E03,Mid,6,69,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00487,C2035,Office,Technical,Sensor Fault,Zone 8 – Control Room,2025-02-18,08:27,1st,Low,E06,Junior,11,17,No,No,No,No,Power outage,False Alarm – Power outage
S00488,C2049,Office,Burglary,Motion Detected,Zone 1 – Main Door,2025-03-06,13:16,1st,Low,E10,Mid,9,17,No,No,No,No,Animal,False Alarm – Animal
S00489,C2081,Factory,Fire,Gas Leak,Zone 0 – Control Panel,2025-06-07,10:44,1st,Medium,E10,Mid,7,96,Yes,No,No,No,N/A,Emergency Confirmed
S00490,C2138,School,Burglary,Motion Detected,Zone 0 – Control Panel,2025-04-17,19:54,2nd,High,E01,Senior,2,16,No,No,No,No,Power outage,False Alarm – Power outage
S00491,C2142,School,Fire,Gas Leak,Zone 8 – Control Room,2025-02-28,10:26,1st,High,E02,Senior,2,49,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00492,C2102,Warehouse,Technical,Low Battery,Zone 5 – Garage,2025-05-04,12:49,1st,Low,E06,Junior,13,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00493,C2103,Warehouse,Panic Button,Emergency Triggered,Zone 7 – Storage,2025-04-23,10:32,1st,Critical,E01,Senior,4,30,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00494,C2112,Warehouse,Technical,Low Battery,Zone 1 – Main Door,2025-04-19,06:59,3rd,Low,E05,Mid,3,14,No,No,No,No,Power outage,False Alarm – Power outage
S00495,C2099,Factory,Tamper,Cover Removed,Zone 0 – Control Panel,2025-02-11,23:46,3rd,Low,E03,Mid,10,19,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00496,C2052,Shop,Panic Button,Duress Code,Zone 8 – Control Room,2025-01-21,06:00,3rd,Critical,E02,Senior,3,84,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00497,C2010,Home,Technical,Power Restored,Zone 3 – Bedroom,2025-04-02,17:43,2nd,Low,E02,Senior,2,8,No,No,No,No,Power outage,False Alarm – Power outage
S00498,C2102,Warehouse,Burglary,Motion Detected,Zone 8 – Control Room,2025-01-17,05:22,3rd,Medium,E04,Mid,8,11,No,No,No,No,Animal,False Alarm – Animal
S00499,C2144,School,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-06-01,19:46,2nd,High,E04,Mid,7,12,No,No,No,No,Maintenance,False Alarm – Maintenance
S00500,C2104,Warehouse,Burglary,Glass Break,Zone 0 – Control Panel,2025-06-13,06:59,3rd,High,E06,Junior,9,95,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00501,C2030,Office,Panic Button,Duress Code,Zone 9 – Hallway,2025-04-08,03:21,3rd,Critical,E07,Junior,12,99,Yes,Yes,No,Yes,N/A,Forced Entry
S00502,C2087,Factory,Burglary,Motion Detected,Zone 0 – Control Panel,2025-01-05,02:48,3rd,Critical,E07,Junior,10,13,No,No,No,No,Power outage,False Alarm – Power outage
S00503,C2098,Factory,Technical,Power Restored,Zone 5 – Garage,2025-01-12,03:04,3rd,Low,E05,Mid,7,17,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00504,C2068,Shop,Fire,Gas Leak,Zone 6 – Office,2025-03-11,15:44,2nd,Medium,E04,Mid,6,9,No,No,No,No,Dust,False Alarm – Dust
S00505,C2081,Factory,Fire,Smoke Detected,Zone 8 – Control Room,2025-06-10,17:30,2nd,Critical,E05,Mid,6,45,Yes,No,Yes,Yes,N/A,Forced Entry
S00506,C2062,Shop,Fire,Smoke Detected,Zone 0 – Control Panel,2025-06-28,02:15,3rd,High,E05,Mid,8,68,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00507,C2021,Home,Panic Button,Duress Code,Zone 9 – Hallway,2025-06-24,00:07,3rd,High,E10,Mid,7,22,No,No,No,No,Animal,False Alarm – Animal
S00508,C2081,Factory,Tamper,Cover Removed,Zone 0 – Control Panel,2025-04-26,14:23,1st,High,E04,Mid,7,13,No,No,No,No,Maintenance,False Alarm – Maintenance
S00509,C2148,School,Technical,Low Battery,Zone 9 – Hallway,2025-03-13,13:14,1st,Medium,E05,Mid,11,21,No,No,No,No,Power outage,False Alarm – Power outage
S00510,C2045,Office,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-01-31,04:25,3rd,High,E09,Junior,11,23,No,No,No,No,N/A,Unclassified
S00511,C2149,School,Panic Button,Duress Code,Zone 1 – Main Door,2025-06-20,02:24,3rd,Critical,E05,Mid,9,94,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00512,C2121,Warehouse,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-06-18,10:17,1st,High,E10,Mid,8,76,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00513,C2103,Warehouse,Burglary,Alarm Triggered,Zone 7 – Storage,2025-02-16,04:54,3rd,Medium,E10,Mid,7,12,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00514,C2070,Shop,Burglary,Motion Detected,Zone 6 – Office,2025-02-06,00:46,3rd,Critical,E06,Junior,10,23,No,No,No,No,Environmental,False Alarm – Environmental
S00515,C2003,Home,Technical,Sensor Fault,Zone 2 – Living Room,2025-05-13,01:30,3rd,Medium,E08,Junior,14,28,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00516,C2065,Shop,Burglary,Motion Detected,Zone 7 – Storage,2025-01-23,22:19,2nd,Low,E05,Mid,7,12,No,No,No,No,Animal,False Alarm – Animal
S00517,C2025,Home,Burglary,Motion Detected,Zone 4 – Kitchen,2025-06-07,11:30,1st,High,E06,Junior,13,99,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00518,C2106,Warehouse,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-02-03,12:01,1st,Medium,E08,Junior,17,21,No,No,No,No,Maintenance,False Alarm – Maintenance
S00519,C2084,Factory,Fire,Gas Leak,Zone 7 – Storage,2025-03-07,11:22,1st,Critical,E06,Junior,10,19,No,No,No,No,Dust,False Alarm – Dust
S00520,C2043,Office,Burglary,Alarm Triggered,Zone 7 – Storage,2025-01-13,01:55,3rd,Critical,E07,Junior,11,35,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00521,C2059,Shop,Burglary,Alarm Triggered,Zone 0 – Control Panel,2025-05-16,09:21,1st,High,E03,Mid,7,13,No,No,No,No,Power outage,False Alarm – Power outage
S00522,C2093,Factory,Tamper,Cover Removed,Zone 7 – Storage,2025-02-08,14:49,1st,High,E10,Mid,7,20,No,No,No,No,User error,False Alarm – User error
S00523,C2065,Shop,Fire,Heat Sensor,Zone 8 – Control Room,2025-01-21,10:42,1st,Medium,E07,Junior,13,16,No,No,No,No,Animal,False Alarm – Animal
S00524,C2014,Home,Panic Button,Duress Code,Zone 1 – Main Door,2025-02-01,22:35,2nd,High,E06,Junior,8,33,Yes,Yes,No,Yes,N/A,Forced Entry
S00525,C2064,Shop,Panic Button,Duress Code,Zone 8 – Control Room,2025-02-21,19:14,2nd,Critical,E03,Mid,5,41,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00526,C2092,Factory,Panic Button,Duress Code,Zone 8 – Control Room,2025-03-20,15:42,2nd,Critical,E01,Senior,1,11,No,No,No,No,Dust,False Alarm – Dust
S00527,C2139,School,Fire,Heat Sensor,Zone 9 – Hallway,2025-01-08,14:08,1st,Critical,E02,Senior,3,90,Yes,No,Yes,Yes,N/A,Forced Entry
S00528,C2089,Factory,Fire,Heat Sensor,Zone 0 – Control Panel,2025-03-16,11:58,1st,High,E02,Senior,2,10,No,No,No,No,Dust,False Alarm – Dust
S00529,C2078,Factory,Burglary,Glass Break,Zone 1 – Main Door,2025-04-03,11:09,1st,Medium,E07,Junior,9,22,No,No,No,No,Animal,False Alarm – Animal
S00530,C2123,Warehouse,Burglary,Glass Break,Zone 7 – Storage,2025-05-19,06:48,3rd,Critical,E04,Mid,9,11,No,No,No,No,Environmental,False Alarm – Environmental
S00531,C2106,Warehouse,Tamper,Cover Removed,Zone 0 – Control Panel,2025-06-11,12:12,1st,High,E09,Junior,13,21,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00532,C2068,Shop,Tamper,Cover Removed,Zone 1 – Main Door,2025-04-22,05:14,3rd,Low,E02,Senior,2,16,No,No,No,No,Maintenance,False Alarm – Maintenance
S00533,C2137,School,Tamper,Cover Removed,Zone 6 – Office,2025-06-06,19:18,2nd,Low,E07,Junior,14,17,No,No,No,No,Dust,False Alarm – Dust
S00534,C2116,Warehouse,Burglary,Motion Detected,Zone 7 – Storage,2025-06-10,14:39,1st,Critical,E05,Mid,9,30,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00535,C2073,Shop,Burglary,Glass Break,Zone 0 – Control Panel,2025-01-25,09:06,1st,Critical,E06,Junior,9,43,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00536,C2088,Factory,Fire,Gas Leak,Zone 0 – Control Panel,2025-04-11,22:13,2nd,Critical,E07,Junior,12,14,No,No,No,No,Environmental,False Alarm – Environmental
S00537,C2038,Office,Burglary,Alarm Triggered,Zone 1 – Main Door,2025-04-09,20:05,2nd,Critical,E03,Mid,6,45,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00538,C2004,Home,Technical,Power Restored,Zone 1 – Main Door,2025-01-13,21:53,2nd,Medium,E08,Junior,12,17,No,No,No,No,N/A,Unclassified
S00539,C2118,Warehouse,Technical,Power Restored,Zone 1 – Main Door,2025-01-16,15:12,2nd,Medium,E07,Junior,14,21,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00540,C2011,Home,Burglary,Motion Detected,Zone 9 – Hallway,2025-03-28,17:40,2nd,Low,E02,Senior,3,10,No,No,No,No,User error,False Alarm – User error
S00541,C2056,Shop,Tamper,Tamper Detected,Zone 1 – Main Door,2025-01-07,07:55,1st,High,E10,Mid,8,19,No,No,No,No,Dust,False Alarm – Dust
S00542,C2063,Shop,Technical,Low Battery,Zone 1 – Main Door,2025-02-23,08:25,1st,Medium,E04,Mid,6,13,No,No,No,No,Maintenance,False Alarm – Maintenance
S00543,C2041,Office,Burglary,Glass Break,Zone 0 – Control Panel,2025-01-13,08:15,1st,High,E05,Mid,8,10,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00544,C2040,Office,Technical,Low Battery,Zone 7 – Storage,2025-02-15,07:22,1st,Low,E08,Junior,11,21,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00545,C2113,Warehouse,Fire,Smoke Detected,Zone 5 – Garage,2025-03-22,12:51,1st,Critical,E04,Mid,9,29,Yes,No,Yes,Yes,N/A,Forced Entry
S00546,C2076,Factory,Fire,Heat Sensor,Zone 7 – Storage,2025-04-26,14:35,1st,Critical,E09,Junior,5,64,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00547,C2142,School,Burglary,Glass Break,Zone 9 – Hallway,2025-03-31,06:17,3rd,Medium,E08,Junior,12,19,No,No,No,No,Maintenance,False Alarm – Maintenance
S00548,C2130,School,Burglary,Motion Detected,Zone 0 – Control Panel,2025-01-27,22:00,2nd,Medium,E04,Mid,10,24,No,No,No,No,Dust,False Alarm – Dust
S00549,C2017,Home,Fire,Heat Sensor,Zone 9 – Hallway,2025-06-11,10:20,1st,Critical,E02,Senior,4,89,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00550,C2105,Warehouse,Fire,Smoke Detected,Zone 7 – Storage,2025-01-07,11:20,1st,Medium,E01,Senior,2,6,No,No,No,No,Environmental,False Alarm – Environmental
S00551,C2009,Home,Panic Button,Emergency Triggered,Zone 2 – Living Room,2025-02-12,01:55,3rd,Critical,E07,Junior,13,77,Yes,Yes,No,Yes,N/A,Forced Entry
S00552,C2094,Factory,Tamper,Tamper Detected,Zone 5 – Garage,2025-01-08,03:03,3rd,Low,E05,Mid,10,25,No,No,No,No,Power outage,False Alarm – Power outage
S00553,C2016,Home,Burglary,Motion Detected,Zone 3 – Bedroom,2025-02-28,08:29,1st,Critical,E02,Senior,3,18,No,No,No,No,Animal,False Alarm – Animal
S00554,C2011,Home,Tamper,Tamper Detected,Zone 9 – Hallway,2025-03-20,11:33,1st,Medium,E06,Junior,6,9,No,No,No,No,Maintenance,False Alarm – Maintenance
S00555,C2060,Shop,Tamper,Cover Removed,Zone 7 – Storage,2025-04-14,00:46,3rd,Low,E10,Mid,8,20,No,No,No,No,Maintenance,False Alarm – Maintenance
S00556,C2143,School,Burglary,Motion Detected,Zone 0 – Control Panel,2025-01-28,01:35,3rd,Low,E07,Junior,11,20,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00557,C2027,Office,Technical,Power Restored,Zone 6 – Office,2025-04-16,05:56,3rd,Medium,E04,Mid,9,19,No,No,No,No,Maintenance,False Alarm – Maintenance
S00558,C2091,Factory,Burglary,Motion Detected,Zone 8 – Control Room,2025-04-05,06:59,3rd,High,E04,Mid,7,15,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00559,C2062,Shop,Tamper,Tamper Detected,Zone 7 – Storage,2025-02-21,12:38,1st,High,E06,Junior,11,18,No,No,No,No,Dust,False Alarm – Dust
S00560,C2102,Warehouse,Burglary,Motion Detected,Zone 1 – Main Door,2025-01-26,14:28,1st,Low,E06,Junior,10,14,No,No,No,No,Maintenance,False Alarm – Maintenance
S00561,C2077,Factory,Burglary,Glass Break,Zone 5 – Garage,2025-02-23,19:00,2nd,High,E07,Junior,12,62,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00562,C2118,Warehouse,Burglary,Glass Break,Zone 7 – Storage,2025-02-15,08:02,1st,Medium,E08,Junior,12,17,No,No,No,No,User error,False Alarm – User error
S00563,C2077,Factory,Fire,Heat Sensor,Zone 1 – Main Door,2025-03-19,19:51,2nd,Critical,E01,Senior,2,26,Yes,No,Yes,Yes,N/A,Emergency Confirmed
S00564,C2125,Warehouse,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-06-21,06:11,3rd,Medium,E02,Senior,1,4,No,No,No,No,Power outage,False Alarm – Power outage
S00565,C2086,Factory,Technical,Sensor Fault,Zone 8 – Control Room,2025-03-16,23:58,3rd,Medium,E03,Mid,4,19,No,No,No,No,Power outage,False Alarm – Power outage
S00566,C2003,Home,Burglary,Motion Detected,Zone 9 – Hallway,2025-03-30,02:47,3rd,Critical,E02,Senior,3,58,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00567,C2057,Shop,Technical,Low Battery,Zone 6 – Office,2025-06-03,12:32,1st,Medium,E07,Junior,15,20,No,No,No,No,Power outage,False Alarm – Power outage
S00568,C2101,Warehouse,Technical,Power Restored,Zone 5 – Garage,2025-02-12,21:18,2nd,Low,E07,Junior,8,18,No,No,No,No,Power outage,False Alarm – Power outage
S00569,C2022,Home,Tamper,Cover Removed,Zone 4 – Kitchen,2025-05-21,05:16,3rd,Low,E04,Mid,7,16,No,No,No,No,User error,False Alarm – User error
S00570,C2147,School,Panic Button,Emergency Triggered,Zone 9 – Hallway,2025-03-22,13:41,1st,Critical,E06,Junior,7,63,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00571,C2106,Warehouse,Technical,Power Loss,Zone 8 – Control Room,2025-03-27,16:42,2nd,Low,E08,Junior,14,25,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00572,C2079,Factory,Technical,Power Loss,Zone 5 – Garage,2025-06-20,07:49,1st,Medium,E03,Mid,3,5,No,No,No,No,N/A,Unclassified
S00573,C2096,Factory,Burglary,Motion Detected,Zone 5 – Garage,2025-02-24,02:12,3rd,Low,E05,Mid,7,11,No,No,No,No,Maintenance,False Alarm – Maintenance
S00574,C2088,Factory,Technical,Power Loss,Zone 1 – Main Door,2025-05-21,11:00,1st,Medium,E02,Senior,2,7,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00575,C2140,School,Fire,Gas Leak,Zone 8 – Control Room,2025-06-04,02:13,3rd,Critical,E04,Mid,12,29,Yes,No,No,No,N/A,Forced Entry
S00576,C2044,Office,Technical,Power Loss,Zone 1 – Main Door,2025-05-28,23:16,3rd,Low,E10,Mid,7,9,No,No,No,No,Sensor Fault,False Alarm – Sensor Fault
S00577,C2003,Home,Tamper,Cover Removed,Zone 1 – Main Door,2025-04-01,14:41,1st,Medium,E10,Mid,9,24,No,No,No,No,Dust,False Alarm – Dust
S00578,C2075,Shop,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-03-23,16:01,2nd,Medium,E03,Mid,3,6,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00579,C2137,School,Burglary,Glass Break,Zone 1 – Main Door,2025-04-19,04:31,3rd,Medium,E08,Junior,16,21,No,No,No,No,Animal,False Alarm – Animal
S00580,C2126,School,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-05-25,11:21,1st,Low,E03,Mid,8,14,No,No,No,No,Wind / Vibration,False Alarm – Wind / Vibration
S00581,C2071,Shop,Fire,Heat Sensor,Zone 1 – Main Door,2025-03-09,18:32,2nd,Critical,E04,Mid,10,12,No,No,No,No,Environmental,False Alarm – Environmental
S00582,C2039,Office,Fire,Gas Leak,Zone 8 – Control Room,2025-05-27,11:14,1st,High,E09,Junior,11,55,Yes,No,Yes,Yes,N/A,Forced Entry
S00583,C2040,Office,Fire,Gas Leak,Zone 0 – Control Panel,2025-06-03,02:36,3rd,Critical,E06,Junior,10,42,Yes,No,Yes,Yes,N/A,Fire Confirmed
S00584,C2135,School,Burglary,Alarm Triggered,Zone 9 – Hallway,2025-04-26,09:19,1st,Medium,E04,Mid,1,8,No,No,No,No,User error,False Alarm – User error
S00585,C2137,School,Burglary,Glass Break,Zone 1 – Main Door,2025-04-22,00:35,3rd,High,E01,Senior,1,15,No,No,No,No,Animal,False Alarm – Animal
S00586,C2106,Warehouse,Burglary,Alarm Triggered,Zone 8 – Control Room,2025-01-24,04:56,3rd,Critical,E06,Junior,11,61,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00587,C2034,Office,Technical,Low Battery,Zone 6 – Office,2025-01-24,10:06,1st,Low,E05,Mid,6,17,No,No,No,No,Maintenance,False Alarm – Maintenance
S00588,C2007,Home,Burglary,Glass Break,Zone 3 – Bedroom,2025-04-26,18:14,2nd,Critical,E01,Senior,2,77,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00589,C2100,Factory,Panic Button,Duress Code,Zone 0 – Control Panel,2025-03-03,17:54,2nd,Critical,E01,Senior,3,70,Yes,Yes,No,Yes,N/A,Confirmed Intrusion
S00590,C2057,Shop,Burglary,Motion Detected,Zone 8 – Control Room,2025-06-17,11:26,1st,Medium,E04,Mid,5,20,No,No,No,No,Power outage,False Alarm – Power outage
S00591,C2084,Factory,Burglary,Glass Break,Zone 0 – Control Panel,2025-01-03,06:44,3rd,Critical,E02,Senior,4,67,Yes,Yes,No,Yes,N/A,Emergency Confirmed
S00592,C2147,School,Technical,Low Battery,Zone 8 – Control Room,2025-06-13,05:39,3rd,Low,E05,Mid,5,10,No,No,No,No,Power outage,False Alarm – Power outage
S00593,C2011,Home,Technical,Sensor Fault,Zone 5 – Garage,2025-02-19,05:47,3rd,Low,E03,Mid,5,13,No,No,No,No,N/A,Unclassified
S00594,C2074,Shop,Fire,Smoke Detected,Zone 9 – Hallway,2025-05-03,03:49,3rd,Critical,E02,Senior,2,83,Yes,No,No,No,N/A,Fire Confirmed
S00595,C2116,Warehouse,Panic Button,Emergency Triggered,Zone 1 – Main Door,2025-01-22,22:53,2nd,Critical,E05,Mid,7,91,Yes,Yes,No,Yes,N/A,Fire Confirmed
S00596,C2083,Factory,Tamper,Tamper Detected,Zone 0 – Control Panel,2025-02-01,13:26,1st,Low,E06,Junior,8,17,No,No,No,No,User error,False Alarm – User error
S00597,C2083,Factory,Fire,Heat Sensor,Zone 5 – Garage,2025-05-19,16:16,2nd,Medium,E04,Mid,7,79,Yes,No,No,No,N/A,Emergency Confirmed
